6.125E-4	7.77227	8.24887	7.72994
0.001225	8.06012	8.29633	7.69484
0.00185	7.98501	8.12749	7.79769
0.0024625	8.061	8.14214	7.76986
0.003075	7.9751	8.12294	7.83196
0.0037	7.98638	8.14534	7.8972
0.0043125	7.98286	8.13266	7.77212
0.0049375	8.07705	8.06497	7.77118
0.0055625	7.94491	8.09436	7.71703
0.0061875	8.05013	8.1455	7.73838
0.0068125	7.99783	8.18245	7.79279
0.0074375	7.90821	8.21624	7.77023
0.0080625	8.02598	8.19005	7.74943
0.0086875	7.92099	8.15021	7.61377
0.0093125	7.92751	8.22666	7.7006
0.00995	7.90956	8.0341	7.79734
0.010575	8.01283	8.18991	7.78778
0.0112125	7.97058	8.30678	7.74374
0.0118375	8.04781	8.07322	7.86877
0.012475	7.80156	8.22114	7.69237
0.0131125	7.90448	8.22275	7.79424
0.01375	8.0317	8.25509	7.86306
0.0143875	8.04471	8.07617	7.77968
0.015025	7.89211	8.08728	7.82889
0.0156625	7.93652	8.26209	7.84913
0.0163	7.91702	8.11162	7.80646
0.01695	7.95585	8.21528	7.68336
0.0175875	7.99307	8.11273	7.76637
0.018225	7.88965	8.20595	7.65941
0.018875	7.86677	8.09709	7.83745
0.019525	7.87676	8.24614	7.78259
0.0201625	7.92152	8.09995	7.67967
0.0208125	7.9547	8.11343	7.75645
0.0214625	7.86844	8.15165	7.70442
0.0221125	7.91063	8.05997	7.82429
0.0227625	7.83204	8.18543	7.80033
0.023425	7.90282	8.1624	7.66002
0.024075	7.97724	8.19401	7.8113
0.024725	7.98597	8.181	7.72215
0.0253875	7.95019	8.12123	7.81257
0.0260375	7.84087	8.08185	7.86008
0.0267	7.92437	8.1511	7.76529
0.0273625	7.87949	8.07199	7.61544
0.028025	7.95171	8.13189	7.77107
0.028675	7.87103	8.19488	7.64708
0.0293375	7.96125	8.21931	7.85393
0.0300125	7.87902	8.12474	7.71851
0.030675	7.85417	8.14053	7.75226
0.0313375	7.97149	8.08137	7.68218
0.032	7.98473	8.16856	7.89115
0.032675	7.94359	8.10864	7.76953
0.0333375	7.98986	7.99937	7.71734
0.0340125	7.91526	8.06297	7.74383
0.0346875	7.97013	8.12351	7.70501
0.0353625	7.92483	7.95724	7.80155
0.0360375	7.93131	8.11109	7.7235
0.0367125	7.8386	8.05306	7.75476
0.0373875	7.81181	8.05878	7.74286
0.0380625	7.94651	8.12345	7.6522
0.0387375	7.99293	8.0899	7.85177
0.039425	7.85093	8.29104	7.7243
0.0401	7.89206	8.14386	7.78492
0.0407875	7.92459	8.14172	7.73931
0.0414625	7.90586	8.03159	7.67062
0.04215	7.99214	8.15228	7.69672
0.0428375	7.97711	8.13454	7.72581
0.043525	7.95742	8.13046	7.74535
0.0442125	7.93402	8.18473	7.70933
0.0449	7.98589	8.21764	7.80139
0.0455875	7.98631	8.17857	7.75391
0.0462875	8.02216	8.18193	7.77742
0.046975	8.00012	8.13649	7.66031
0.047675	7.90622	8.08165	7.75726
0.0483625	8.00568	8.04771	7.76158
0.0490625	7.94376	8.1816	7.75193
0.0497625	7.90304	8.26656	7.77884
0.05045	7.96274	8.12806	7.72634
0.05115	7.85539	8.2204	7.77755
0.0518625	7.98684	8.32444	7.66749
0.0525625	7.94441	8.0856	7.8101
0.0532625	7.99428	8.16248	7.74419
0.0539625	7.94053	8.24182	7.72363
0.054675	7.96293	8.17384	7.67995
0.055375	7.96796	8.16359	7.84472
0.0560875	8.01223	8.21947	7.82011
0.0568	7.97771	8.17231	7.71729
0.0575125	7.94542	8.0703	7.77458
0.058225	7.92052	8.20107	7.70057
0.0589375	7.93822	8.24478	7.68214
0.05965	7.98737	8.27997	7.77406
0.0603625	7.89743	8.1663	7.73852
0.061075	7.98875	8.20833	7.93122
0.0618	8.00345	8.13893	7.71259
0.0625125	7.92689	8.26746	7.66612
0.0632375	8.01596	8.3146	7.86883
0.0639625	7.79468	8.3035	7.787
0.064675	7.91086	8.18361	7.83672
0.0654	7.93318	8.09348	7.84254
