0.003225	8.37691
0.00645	8.4571
0.0096875	8.42944
0.0129125	8.42192
0.01615	8.38685
0.0194	8.38815
0.0226375	8.38232
0.0258875	8.43723
0.0291375	8.38575
0.0323875	8.40699
0.0356375	8.38598
0.0389	8.33741
0.0421625	8.32165
0.045425	8.3088
0.0486875	8.29088
0.0519625	8.30239
0.0552375	8.28145
0.0585125	8.24289
0.0617875	8.26981
0.065075	8.19491
0.06835	8.20951
0.0716375	8.17411
0.0749375	8.20432
0.078225	8.17514
0.081525	8.1976
0.084825	8.20199
0.088125	8.18008
0.0914375	8.18556
0.09475	8.14288
0.0980625	8.19237
0.101375	8.18672
0.104687	8.15662
0.108012	8.16782
0.111337	8.14591
0.114662	8.18339
0.118	8.12348
0.121325	8.12836
0.124663	8.16495
0.128012	8.1557
0.13135	8.15753
0.1347	8.12258
0.13805	8.13469
0.1414	8.09891
0.14475	8.14514
0.148113	8.15737
0.151475	8.12998
0.154838	8.09727
0.1582	8.13291
0.161575	8.10779
0.16495	8.1347
0.168325	8.11411
0.171713	8.08455
0.175087	8.14248
0.178475	8.08289
0.181863	8.1052
0.185263	8.07072
0.18865	8.11517
0.19205	8.04874
0.19545	8.09836
0.198862	8.10187
0.202275	8.09181
0.205675	8.07461
0.2091	8.08938
0.212512	8.08222
0.215937	8.07855
0.219362	8.08497
0.222787	8.08411
0.226213	8.06759
0.22965	8.06919
0.233087	8.06413
0.236525	8.0462
0.239975	8.03243
0.243412	8.0656
0.246863	8.08325
0.250313	8.04683
0.253775	8.0511
0.257237	8.03305
0.2607	8.06713
0.264163	8.05144
0.267625	8.03518
0.2711	8.01755
0.274575	8.05515
0.27805	8.04808
0.281538	8.00124
0.285025	8.01644
0.288512	8.01607
0.292	8.02845
0.295487	8.00678
0.298988	8.01907
0.302487	8.02234
0.305988	8.00331
0.3095	8.00685
0.313013	8.00277
0.316525	8.01489
0.320038	7.98902
0.323563	7.97652
0.327087	7.98493
0.330613	7.97796
0.334137	7.98913
0.337675	7.98259
0.341213	7.97832
0.34475	7.96269
0.348287	7.98942
0.351837	7.94603
0.355388	7.95092
0.358938	7.9863
0.3625	7.93566
0.36605	7.96406
0.369612	7.94299
0.373188	7.95085
0.37675	7.96184
0.380325	7.94228
0.3839	7.9342
0.387475	7.94766
