3.13E-4	8.10508	8.37523	8.11612	8.36262	7.99566
6.25E-4	8.41916	8.4965	8.43794	8.20856	8.17365
9.38E-4	8.2631	8.4243	8.53038	8.39418	8.43267
0.00125	8.43936	8.37718	8.38776	8.18952	8.53495
0.00156	8.48376	8.4284	8.50497	8.15077	8.57473
0.00187	8.4172	8.58221	8.31612	8.38406	8.51387
0.00219	8.61193	8.52035	8.26438	8.5304	8.21052
0.00251	8.40591	8.2302	8.36349	8.40396	8.3474
0.00282	8.72178	8.48658	8.47371	8.44603	8.2272
0.00314	8.55683	8.46526	8.43832	8.39843	8.3302
0.00346	8.48309	8.16923	8.4086	8.36899	8.06217
0.00378	8.36812	8.34543	8.30463	8.34258	8.24984
0.0041	8.52992	8.37205	8.46788	8.58912	8.30344
0.00441	8.36542	8.47447	8.33931	8.44057	8.38583
0.00474	8.51154	8.23745	8.14651	8.30684	8.2387
0.00506	8.62807	8.42041	8.37018	8.52363	8.31006
0.00539	8.57873	8.32684	8.23684	8.26236	8.34649
0.0057	8.37778	8.43381	8.36338	8.23079	8.29202
0.00603	8.58872	8.37155	8.42581	8.30616	8.1713
0.00635	8.43019	8.51954	8.34791	8.40344	8.46351
0.00668	8.45167	8.30437	8.51004	8.53891	8.27061
0.007	8.47006	8.35433	8.34359	8.33594	8.19509
0.00732	8.41323	8.32057	8.42384	8.2662	8.31397
0.00765	8.46807	8.22158	8.39742	8.30807	8.34648
0.00797	8.54074	8.35578	8.12015	8.28612	8.37499
0.00831	8.46816	8.41513	8.35404	8.22321	8.27556
0.00864	8.52161	8.29497	8.37074	8.23848	8.4341
0.00896	8.39425	8.32424	8.39639	8.18736	8.26418
0.0093	8.44975	8.38806	8.36214	8.29096	8.4194
0.00962	8.37786	8.35255	8.21594	8.13927	8.31327
0.00996	8.33601	8.36709	8.44244	8.18218	8.1515
0.01029	8.30331	8.20761	8.09695	8.18315	8.13055
0.01063	8.44526	8.2529	8.15012	8.2367	8.20392
0.01096	8.50983	8.36754	8.26941	8.29328	8.22946
0.01129	8.51726	8.26417	8.15553	8.45789	8.413
0.01163	8.54058	8.41256	8.31565	8.24641	8.24891
0.01196	8.51887	8.33589	8.28416	8.24309	8.27087
0.0123	8.26797	8.24958	8.2766	8.27115	8.33809
0.01264	8.37729	8.25034	8.12443	8.30582	8.37279
0.01298	8.41619	8.39029	8.36189	8.27724	8.2103
0.01331	8.50741	8.23865	8.39091	8.36551	8.1597
0.01365	8.34566	8.14598	8.43601	8.49221	8.36466
0.01399	8.48481	8.28824	8.29849	8.32832	8.31058
0.01432	8.48738	8.23952	8.1341	8.37386	8.28548
0.01468	8.51747	8.32452	8.19207	8.25752	8.28699
0.01501	8.62156	8.37008	8.06649	8.29351	8.2691
0.01535	8.30091	8.11118	8.26987	8.22457	8.13519
0.0157	8.40172	8.11787	8.36377	8.32452	8.1491
0.01604	8.36125	8.26287	8.34703	8.33049	8.05748
0.01639	8.4043	8.16514	8.26471	8.17487	8.23423
0.01674	8.3195	8.3909	8.33909	8.23121	8.2529
0.01708	8.1874	8.39235	8.14161	8.29385	8.3259
0.01743	8.34592	8.35243	8.359	8.44797	8.17385
0.01777	8.29538	8.38981	8.3048	8.25628	8.183
0.01812	8.3408	8.396	8.23436	8.15327	8.12396
0.01847	8.36555	8.24986	8.3433	8.07519	8.2344
0.01881	8.33749	8.37089	8.14	8.27941	8.18361
0.01918	8.26706	8.09079	8.18281	8.2124	8.12201
0.01953	8.51927	8.31679	8.24369	8.15321	8.14028
0.01988	8.39174	8.34219	8.29393	8.15544	8.18367
0.02023	8.31475	8.27117	8.2531	8.32711	8.02945
0.02058	8.26089	8.23806	8.00323	8.28241	8.02236
0.02094	8.2729	8.23783	8.20856	8.23736	8.11623
0.02129	8.20198	8.13185	8.30258	8.24943	8.0027
0.02164	8.18027	8.09236	8.10609	8.28555	8.0086
0.022	8.25717	8.23004	8.38978	8.34464	8.12849
0.02235	8.25692	8.19772	8.21824	8.24489	8.12809
0.02271	8.2988	8.31248	8.11523	8.1349	8.12132
0.02307	8.48418	8.01093	8.14606	8.31214	8.18031
0.02343	8.37173	8.3821	8.05853	8.26603	8.13076
0.02379	8.35548	8.30106	8.24482	8.17544	8.25223
0.02415	8.2641	8.13799	8.21998	8.23155	8.07702
0.02451	8.29381	8.20932	8.1951	8.32361	8.07322
0.02488	8.42459	8.06183	8.24401	7.99218	8.08003
0.02524	8.38038	8.30672	8.21178	8.1863	8.11028
0.0256	8.33095	8.37988	8.26088	8.18016	8.20566
0.02596	8.27137	8.14779	8.27389	8.16158	8.03694
0.02634	8.29036	8.4032	8.11345	8.29778	8.12585
0.0267	8.26154	8.29048	8.03025	8.23469	8.1899
0.02706	8.39887	8.33141	8.05741	8.24364	8.19794
0.02744	8.26406	8.35744	8.08218	8.29782	8.2714
0.0278	8.47064	8.08837	8.03812	8.14977	8.2456
0.02817	8.21132	8.3348	8.1088	8.2777	8.09906
0.02854	8.2256	8.19513	8.12541	8.09182	8.13825
0.02891	8.31836	8.04017	8.15558	8.08561	8.07564
0.02929	8.39569	8.2285	8.26939	8.05416	8.26834
0.02965	8.43499	8.23554	8.34282	8.21273	8.15383
0.03003	8.23381	8.09981	8.29324	8.26807	8.05457
0.0304	8.42685	8.28179	8.07664	8.08878	8.15603
0.03078	8.24424	8.33291	8.09383	8.06435	7.9959
0.03115	8.27019	8.2129	8.13605	8.0906	8.0201
0.03152	8.29907	8.19555	8.1059	8.08648	7.99432
0.0319	8.4568	8.029	8.07934	8.28327	8.27034
0.03227	8.28057	8.10583	8.07181	8.22198	8.04825
0.03266	8.21901	8.13566	8.06224	8.1201	8.03937
0.03304	8.23126	8.17704	7.98226	8.17856	8.05177
0.03341	8.08171	8.1292	8.26259	8.1668	8.05925
0.0338	8.07402	8.18734	8.13171	8.07332	8.1138
0.03417	8.31682	8.23286	8.24374	8.14481	8.1122
0.03456	8.31744	8.12133	8.02751	8.16543	8.03114
0.03495	8.12589	8.13904	8.16402	7.85017	8.08265
0.03533	8.24307	8.06199	8.08002	8.03359	8.1359
0.03571	8.05194	8.1098	7.94672	8.18549	8.00344
0.0361	8.19118	8.17548	8.02336	8.06323	8.002
0.03649	8.20271	8.19169	8.05113	8.16015	8.14281
0.03687	8.09951	8.05549	7.99044	8.25397	8.18095
0.03726	8.06715	8.04544	8.02327	8.06307	8.14052
0.03765	8.29349	8.18106	8.10291	8.18125	8.06684
0.03804	8.31012	8.15707	8.13153	8.10604	8.17911
0.03843	8.26789	7.98338	8.10336	8.16473	7.97771
0.03882	8.06596	7.91753	8.01561	7.96207	8.12889
0.03921	8.09734	8.10818	8.14031	7.87987	8.05408
0.0396	8.1443	8.05608	8.09846	8.07649	7.98764
0.04	8.0797	7.99048	8.09018	8.14763	7.91344
0.04039	8.08489	8.01289	8.0028	8.00268	8.02175
0.04079	8.18259	8.07452	8.08384	8.00071	7.96658
0.04119	8.07689	8.00056	7.91515	8.12528	8.15369
0.04158	8.24253	7.98541	8.02723	7.97581	8.14475
0.04197	8.15734	8.01589	8.1381	8.06545	8.15387
