0.0001	7.96302	7.41586	7.63296	7.11321	7.12798	7.39841
0.0002125	7.98471	7.37626	7.8195	7.12103	7.24471	7.26718
0.0003125	7.92828	7.63727	7.75913	7.17177	7.31951	7.4472
0.000425	7.99986	7.79514	7.69338	7.53719	7.43123	7.53176
0.000525	7.88572	7.99371	7.5175	7.51834	7.28219	7.42968
0.0006375	7.98851	7.7974	7.58635	7.68451	7.34305	7.56626
0.0007375	7.98344	7.66365	7.48579	7.54283	7.58003	7.70504
0.00085	7.82497	7.80318	7.43307	7.3247	7.92089	7.54892
0.0009625	7.86794	7.82953	7.76305	7.3069	7.79933	7.63803
0.001075	8.09325	7.65843	7.66511	7.45881	7.96933	7.74738
0.0011875	7.76313	7.84613	7.89069	7.37105	7.89962	7.80993
0.0013	7.79134	7.76989	7.56042	7.53474	7.7517	7.82151
0.0014125	7.98701	7.91767	7.77495	7.4197	7.78309	7.93712
0.001525	7.7543	7.85811	7.67472	7.59569	7.87106	7.71786
0.0016375	7.81278	7.59481	7.7618	7.5725	7.80907	7.60464
0.00175	7.88637	7.88922	7.86419	7.71129	7.73201	7.95918
0.001875	7.66329	7.83602	7.7335	7.51857	7.58866	8.00121
0.0019875	7.67567	7.80278	7.73022	7.5724	7.77852	8.02116
0.0021	7.76526	8.10985	7.74899	7.60757	7.74498	7.80406
0.002225	7.93404	7.70334	7.7626	7.57955	7.66736	7.55273
0.0023375	7.89751	7.58057	7.76322	7.79246	7.69444	7.72346
0.0024625	7.99347	7.67949	7.85765	7.58658	7.78117	7.52427
0.0025875	7.82323	8.00025	7.672	7.64339	7.69509	7.5501
0.0027	7.78436	8.09844	7.84875	7.69682	7.8474	8.11383
0.002825	7.61299	7.68353	7.77636	7.77769	8.05605	7.94019
0.00295	7.61218	7.61693	7.92989	7.73391	7.69075	7.74657
0.003075	7.97528	7.85217	7.7693	7.64764	7.59379	7.70458
0.0032	8.01959	7.68016	7.85227	7.6211	7.69411	7.96297
0.003325	7.92134	7.8352	7.88912	7.66041	7.76298	7.88491
0.00345	8.09242	7.85561	7.63551	7.60279	7.87551	7.81936
0.0035875	7.73202	7.81237	7.84353	7.6933	7.52474	7.89491
0.0037125	7.67844	7.63781	7.99253	7.60003	7.81897	7.70304
0.0038375	7.7394	7.77946	7.61663	7.64996	7.92371	7.7367
0.003975	7.84121	8.06523	7.53443	7.49411	7.95049	7.69101
0.0041	7.85279	7.93465	7.63206	7.38431	7.67107	7.57434
0.0042375	7.67687	7.78268	7.41905	7.60235	7.55177	7.60791
0.0043625	7.72772	7.61624	7.69519	7.55079	7.56505	7.5894
0.0045	7.63035	7.7306	7.96514	7.39161	7.92772	7.54123
0.0046375	7.87403	7.83266	7.72225	7.50486	7.60556	7.66065
0.004775	7.79682	7.80651	7.53537	7.57176	7.4052	7.84664
0.0049125	7.66019	7.90577	7.70258	7.6023	7.4983	7.67487
0.00505	7.61215	7.62169	7.57659	7.83024	7.6408	7.5591
0.0051875	7.93964	7.71114	7.65709	7.89549	7.84739	7.74091
0.005325	7.9931	7.60225	7.67755	7.53799	7.80135	7.56171
0.0054625	8.03625	7.7116	7.68653	7.71053	7.5509	7.8275
0.0056125	8.1063	7.76571	7.92489	7.63232	7.2577	7.36187
0.00575	7.98626	7.63025	7.74076	7.57999	7.36179	7.48382
0.0059	7.82168	7.80667	7.57928	7.66673	7.4601	7.55134
0.0060375	7.63658	7.74637	7.64611	7.72616	7.65602	7.66075
0.0061875	7.85317	7.55628	7.91274	7.46069	7.77878	7.51054
0.0063375	7.85969	7.56722	7.56586	7.5601	7.65342	7.48532
0.0064875	7.74316	7.66594	7.90153	7.74724	7.70693	7.54835
0.0066375	7.87072	7.49989	7.91044	7.64721	7.63449	7.42021
0.0067875	7.87485	7.70715	7.94572	7.44331	7.73249	7.43
0.0069375	7.76984	7.64842	7.52525	7.61049	7.61229	7.44568
0.0070875	8.0187	7.87583	7.92287	7.81986	7.62398	7.34194
0.0072375	7.57027	7.72502	7.84233	7.61508	7.75208	7.53963
0.0073875	7.86478	7.8343	7.86835	7.49883	7.34611	7.71805
0.00755	7.90413	7.62373	7.63693	7.32746	7.55246	7.60297
0.0077	7.85428	7.63885	7.63502	7.6155	7.84721	7.80988
0.0078625	7.87091	7.60882	7.62759	7.67187	7.67496	7.5343
0.008025	7.87735	7.70483	7.63563	7.63121	7.77913	7.74319
0.008175	8.0202	7.76443	7.50767	7.49531	7.64807	7.80119
0.0083375	8.09693	8.05174	7.80554	7.6632	7.73837	7.65113
0.0085	7.80005	8.03346	7.82027	7.49482	7.79845	7.59976
0.0086625	7.54348	7.77367	7.71506	7.62639	8.03347	7.60121
0.008825	7.5831	7.86551	7.88117	7.65652	7.8166	7.47943
0.0089875	7.71733	7.44322	7.7957	7.68028	7.48087	7.58934
0.0091625	7.7261	7.76213	7.806	7.5858	7.57725	7.52023
0.009325	7.87391	7.36284	7.55707	7.45765	7.67535	7.58632
0.0095	7.81388	7.64676	7.70661	7.77663	7.55744	7.72395
0.0096625	7.65479	7.92141	7.50518	7.62905	7.78282	7.82006
0.0098375	7.68131	7.69387	7.64294	7.66213	7.58911	7.56751
0.0100125	7.97371	7.73713	7.72602	7.60945	7.61744	7.72498
0.0101875	7.67433	8.03678	7.8488	7.64738	7.67078	7.71589
0.0103625	7.77627	7.87699	7.33213	7.8323	7.57355	7.56803
0.0105375	7.71067	7.83968	7.78791	7.66015	7.75969	7.50416
0.0107125	7.66514	7.51112	7.6808	7.52598	7.78858	7.68982
0.0108875	7.79485	7.73135	7.93211	7.36843	7.52806	7.86649
0.0110625	7.81216	7.81814	7.69624	7.57321	7.61831	7.67074
0.01125	7.60726	7.83825	7.67481	7.41502	7.68416	7.75628
0.011425	7.93761	7.73906	7.67719	7.65574	7.797	7.57588
0.0116125	7.85149	7.4941	7.63386	7.72877	7.49042	7.47558
0.0118	7.60669	7.65621	7.59801	7.5953	7.9236	7.46975
0.0119875	7.59249	8.02203	7.63655	7.42053	7.62301	7.65581
0.012175	7.67873	7.75338	7.50963	7.62918	7.60314	7.38817
0.0123625	7.658	7.73368	7.62973	7.64489	7.75795	7.50361
0.01255	7.86442	7.57962	7.8564	7.31644	7.91609	7.78663
0.0127375	7.89197	8.04715	7.67263	7.39441	7.58015	7.69891
0.0129375	7.90153	7.7579	7.86391	7.53604	7.64121	7.55043
0.013125	7.90965	7.7377	7.94779	7.6734	7.71659	7.60473
0.013325	7.94711	7.63935	7.73496	7.46636	7.75813	7.57414
0.0135125	7.95709	7.85374	7.45916	7.49809	7.73392	7.50898
0.0137125	7.69354	7.48901	7.44763	7.5682	7.59287	7.60581
0.0139125	7.92564	7.62493	7.46304	7.84689	7.87098	7.55781
0.0141125	7.84146	7.53304	7.66789	7.31398	7.39935	7.76713
0.0143125	7.92148	7.67682	7.85424	7.57217	7.34593	7.66211
0.0145125	7.76222	7.9045	7.64556	7.47385	7.65894	7.81063
0.014725	7.60741	7.68758	7.72492	7.68754	7.59748	7.56298
0.014925	7.53548	7.79042	7.49037	7.66049	7.4846	7.49957
0.0151375	7.67456	7.74263	7.66166	7.61774	7.5657	7.75808
0.01535	7.85125	7.68705	7.8092	7.708	7.74099	7.67792
0.01555	7.72272	7.49654	7.67438	7.72127	7.56474	7.6189
0.0157625	7.74323	7.80411	7.71394	7.49317	7.51684	7.37172
0.015975	7.7621	7.846	7.73327	7.5882	7.47267	7.3211
0.0162	7.67344	7.74368	7.78165	7.4798	7.51656	7.61416
0.0164125	7.85314	7.74444	7.6827	7.48611	7.53722	7.75484
0.016625	7.85967	7.67586	7.69157	7.86475	7.58245	7.61627
0.01685	7.79848	7.49478	7.8062	7.55293	7.50517	7.54638
