7.5e-005	8.07023	8.18718	8.20273	8.10896	7.87218	8.00341	8.23285	8.16163	8.0929
0.0001375	8.0813	8.11855	8.08832	8.0618	8.01095	8.05631	8.23416	8.14093	8.03139
0.0002125	8.03598	8.03873	8.02066	8.05225	8.00381	7.99997	8.18884	8.07483	8.08744
0.000275	8.09501	7.93733	8.04113	8.06244	8.0787	7.96067	8.31383	7.94355	7.97697
0.00035	8.31285	7.96483	8.02283	8.11412	8.21708	8.0077	8.11272	8.04818	8.0065
0.000425	8.25508	8.01114	8.19019	8.15158	8.25036	8.00083	8.18169	7.9448	8.08581
0.0005	8.28395	8.09113	8.30791	8.22222	8.23449	7.99067	8.13933	7.97137	8.03055
0.0005625	8.24854	8.03324	8.19569	8.24001	8.30297	8.06359	8.05954	8.01027	8.0964
0.0006375	8.10747	8.08908	8.03773	8.09457	8.39407	8.06124	8.18332	8.03311	8.28317
0.0007125	8.22184	7.99614	8.06417	8.15261	8.44798	8.07991	8.15316	7.9781	8.32904
0.0007875	8.31912	8.05863	8.15211	8.26236	8.31192	8.04965	8.03118	7.98762	8.22195
0.0008625	8.16803	8.26938	8.29976	8.28366	8.27618	8.0049	7.99666	8.01526	8.2069
0.0009375	8.16577	8.26759	8.28614	8.15218	8.10188	8.03959	7.96248	8.0725	8.14643
0.0010125	8.08739	8.22383	8.23604	8.03857	8.16462	7.9927	7.95692	8.12084	8.14846
0.0010875	8.20854	8.1433	8.18449	8.30125	8.11528	8.00674	8.04364	8.09835	8.14912
0.0011625	8.23488	8.2202	8.1592	8.41667	8.04018	8.1477	7.95772	8.13987	8.21641
0.00125	8.23841	8.29725	8.20906	8.33726	8.15791	8.17885	7.89756	8.29136	8.0667
0.001325	8.24658	8.34757	8.13181	8.30597	8.17476	8.23934	8.0378	8.20234	7.90502
0.0014	8.24672	8.13574	8.23009	8.35752	8.30844	8.14342	8.15102	8.35548	7.92544
0.0014875	8.3368	8.11028	8.23351	8.32984	8.22147	8.22632	8.15247	8.18241	7.97322
0.0015625	8.37793	8.04953	8.29985	8.19681	8.16757	8.31559	8.01949	8.04515	8.091
0.0016375	8.25569	8.0547	8.2003	8.24637	8.17545	8.15069	8.03529	8.09066	8.05948
0.001725	8.23602	8.27084	8.09238	8.1714	8.16769	8.23042	8.07496	8.34009	8.17361
0.0018	8.16304	8.16665	8.27397	8.19438	8.16616	8.22742	8.06894	8.21146	8.19927
0.0018875	8.07453	8.03477	8.2077	8.16323	8.09416	8.13084	7.91645	8.3194	8.30732
0.0019625	8.19033	8.0229	8.26136	8.07045	8.06853	7.99691	7.85731	8.29741	8.27415
0.00205	8.23477	8.15657	8.12437	8.10718	8.09421	8.03114	7.9451	8.17105	8.28863
0.0021375	8.06281	8.04058	8.12094	8.03047	7.92835	8.14904	8.08306	8.36378	8.15405
0.0022125	7.98681	7.95958	8.17643	7.78513	8.03458	8.18161	7.98801	8.39252	8.20576
0.0023	8.08931	7.9365	8.24268	8.06732	7.9706	8.16146	8.11981	8.25884	8.12829
0.0023875	8.18595	8.00609	8.21021	8.10964	7.97221	8.24808	7.86054	8.33063	8.18436
0.002475	8.20726	8.01779	8.21816	8.06166	8.09517	8.10258	7.79675	8.14624	8.25929
0.0025625	8.4362	8.00153	8.10064	8.06405	7.95439	8.12613	8.03369	8.10482	8.26719
0.00265	8.25996	7.95519	8.00528	8.11888	7.90931	8.20103	7.95137	8.08518	8.09219
0.0027375	8.13985	8.10723	8.1045	8.09933	7.95259	8.12014	7.90851	8.11739	8.17334
0.002825	8.14818	8.09376	7.94203	8.15784	7.99328	8.26693	7.89142	8.23955	8.29764
0.0029125	8.02537	8.1514	8.00566	8.2692	7.99681	8.12839	7.89732	8.11577	8.2652
0.003	8.21157	8.27186	8.17158	8.31439	8.08182	8.08393	8.02407	8.29768	8.17338
0.0030875	8.23167	8.15394	8.16656	8.22601	8.13396	8.24893	7.97517	8.244	8.21962
0.0031875	8.1497	8.13523	8.16179	8.05418	8.13115	8.22588	7.9438	8.17191	8.11577
0.003275	8.13749	8.17158	8.0863	8.05745	8.11455	8.10789	7.98894	8.07779	8.05002
0.0033625	8.08728	8.22415	8.1655	8.29786	7.987	8.11383	7.9842	8.07055	7.99658
0.0034625	8.14645	8.18366	8.0714	8.19325	7.95538	8.01397	8.00252	8.11554	8.09752
0.00355	8.22775	7.96706	8.1786	8.0636	8.08199	8.02605	7.98667	8.04916	8.17256
0.00365	8.20253	8.04767	8.07597	8.09196	8.11817	8.09668	7.94422	8.12004	8.19543
0.0037375	8.15127	8.01003	8.12043	8.16226	8.06751	8.19696	7.9523	8.02691	8.07679
0.0038375	8.0004	8.07227	8.18307	8.31963	8.01268	8.21528	7.93913	8.07196	7.98843
0.0039375	8.00223	7.98408	8.34993	8.14756	8.08309	8.11027	7.97924	7.95641	8.09626
0.004025	8.08631	7.98544	8.2821	8.16614	8.12422	8.03679	8.05903	7.92867	8.06637
0.004125	8.086	7.94692	8.04498	8.19788	8.07082	8.22696	8.09616	8.06184	8.12703
0.004225	8.11383	7.88253	8.07332	8.13695	8.28134	8.06503	7.97366	7.99668	8.26982
0.004325	8.20255	7.9974	8.08465	8.22434	8.22841	7.9405	8.02088	8.18506	8.18196
0.004425	8.03713	8.07691	8.09467	8.15663	8.11552	8.08335	8.00165	8.05904	8.18909
0.004525	8.16514	8.10933	7.96984	8.13224	8.13058	8.14007	8.13887	8.02362	8.19281
0.004625	8.14959	8.09891	7.96601	8.18234	8.14863	7.89951	8.25632	7.94031	8.06301
0.004725	8.29038	8.10417	8.09117	8.27785	7.99866	7.80202	8.11933	8.20174	8.03323
0.004825	8.26134	8.16141	8.24761	8.06748	8.14606	7.8705	8.02705	7.97543	8.00753
0.004925	8.0907	8.27513	8.13679	8.0743	8.09772	7.98479	8.25047	7.90526	8.02912
0.0050375	8.03815	7.98915	8.20715	8.22742	8.03563	8.05874	8.0725	7.95052	8.01594
0.0051375	8.13813	7.85496	8.09278	8.08347	8.02741	8.00697	7.97787	7.9648	7.97182
0.0052375	8.09142	8.04105	8.11009	8.09432	8.08009	8.00021	7.98719	8.06705	8.1649
0.00535	7.95516	7.97667	7.86769	8.11796	8.04214	7.98154	8.01601	8.0233	8.18402
0.00545	7.91473	8.0341	8.05991	8.09946	8.09221	7.94024	7.9379	8.027	7.98543
0.0055625	8.11893	7.93872	8.29848	7.90135	8.11593	7.97832	8.01732	7.89654	8.06359
0.0056625	8.15601	8.11926	8.20063	8.05504	8.09409	7.98998	7.99608	7.98797	7.9704
