3.625E-4	8.91587
7.375E-4	8.69079
0.0011125	8.32794
0.001475	8.66291
0.00185	8.5797
0.0022125	8.59426
0.0025875	8.83952
0.0029625	8.95668
0.003325	8.9309
0.0037	8.73052
0.004075	8.37494
0.00445	8.72089
0.0048125	8.78699
0.0051875	8.53561
0.0055625	8.72679
0.0059375	8.68962
0.0063125	9.05125
0.0066875	8.93126
0.0070625	8.72584
0.0074375	9.16821
0.0078125	9.06308
0.0081875	8.39605
0.0085625	8.55418
0.0089375	9.01662
0.0093125	8.78714
0.0097	8.69263
0.010075	8.6394
0.01045	8.66327
0.010825	9.19547
0.0112125	8.84312
0.0115875	8.70011
0.0119625	8.92636
0.01235	8.49963
0.012725	8.84312
0.0131	8.74417
0.0134875	9.0599
0.0138625	9.15794
0.01425	8.66447
0.014625	8.62928
0.0150125	8.6383
0.0154	8.75232
0.015775	8.84624
0.0161625	9.04661
0.0165375	9.07934
0.016925	8.76716
0.0173125	8.62811
0.0177	8.72737
0.018075	8.5494
0.0184625	8.89528
0.01885	9.17281
0.0192375	8.99871
0.019625	8.96352
0.0200125	9.10692
0.0204	8.96241
0.0207875	8.89351
0.021175	8.96753
0.0215625	8.45249
0.02195	8.8439
0.0223375	8.88277
0.022725	9.19612
0.0231125	8.9176
0.0235125	8.90111
0.0239	8.63783
0.0242875	8.66702
0.024675	8.72818
0.025075	9.1634
0.0254625	8.70937
0.02585	9.37902
0.02625	8.8605
0.0266375	8.45448
0.0270375	8.71608
0.027425	8.88033
0.027825	9.05744
0.0282125	8.86349
0.0286125	8.55785
0.029	8.81408
0.0294	8.95594
0.0297875	8.7344
0.0301875	8.73606
0.0305875	8.59122
0.0309875	8.63649
0.031375	9.06531
0.031775	8.71822
0.032175	8.73678
0.032575	8.93165
0.032975	8.8406
0.033375	8.6787
0.033775	8.7127
0.034175	8.71274
0.034575	8.61174
0.034975	8.83934
0.035375	8.70056
0.035775	8.62619
0.036175	8.68152
0.036575	9.10164
0.036975	8.74536
0.037375	9.06177
0.0377875	8.99372
0.0381875	8.86808
0.0385875	8.79682
0.039	8.93619
0.0394	8.55612
0.0398	8.65567
0.0402125	8.99287
0.0406125	8.91046
0.041025	8.84851
0.041425	9.01007
0.0418375	8.6224
0.0422375	8.70934
0.04265	8.67404
0.0430625	8.67514
0.0434625	8.90119
0.043875	8.48804
0.0442875	9.08681
0.0446875	8.82367
0.0451	8.81794
0.0455125	8.68829
0.045925	8.71183
0.0463375	8.91464
0.04675	8.71614
0.0471625	8.97887
0.047575	8.75931
0.0479875	8.56282
0.0484	8.84985
0.0488125	8.98181
0.049225	9.16268
0.0496375	9.14246
0.05005	9.00756
0.0504625	8.91877
0.050875	8.95772
0.0513	9.20849
0.0517125	9.38064
0.052125	8.90126
0.0525375	9.00861
0.0529625	8.93474
0.053375	9.22715
0.0538	9.06722
0.0542125	8.79698
0.0546375	8.5498
0.05505	8.73358
0.055475	8.86323
0.0558875	8.29992
0.0563125	8.78416
0.056725	8.98777
0.05715	8.62303
0.057575	8.84929
0.058	9.016
0.0584125	8.79405
0.0588375	8.6854
0.0592625	8.88263
0.0596875	9.1035
0.0601125	8.87482
0.0605375	8.59107
0.0609625	8.58631
0.0613875	8.82159
0.0618125	8.85785
0.0622375	8.91188
0.0626625	8.82201
0.0630875	8.48622
0.0635125	8.98226
0.0639375	8.88974
0.0643625	8.71933
0.0647875	8.9411
0.065225	8.77685
0.06565	8.64296
0.066075	8.94331
0.0665125	8.88734
0.0669375	9.48035
0.067375	8.85005
0.0678	8.97479
0.068225	8.56725
0.0686625	8.93897
0.0691	8.84318
0.069525	8.85231
0.0699625	8.74469
0.0703875	8.87442
0.070825	8.96153
0.0712625	8.75769
0.0716875	8.43216
0.072125	8.65847
0.0725625	8.67103
0.073	9.05592
0.0734375	8.88603
0.073875	8.82217
0.0743125	9.10889
0.07475	8.79683
0.0751875	8.90291
0.075625	9.00702
0.0760625	9.01039
0.0765	9.04199
0.0769375	9.25252
0.077375	8.75158
0.0778125	8.63561
0.07825	8.6943
0.0787	8.68337
0.0791375	8.74243
0.079575	8.86417
0.080025	9.0785
0.0804625	8.57474
0.0809	8.73269
