22.5247	0
28.5649	1.77932
36.2248	6.43623
45.9389	10.4905
58.2578	12.6908
73.8802	13.105
93.6918	12.2496
118.816	10.6787
150.678	8.83189
191.083	7.00312
242.324	5.35874
307.306	3.97072
389.712	2.84932
494.218	1.96975
626.747	1.29208
794.814	0.775811
1007.95	0.390971
1278.24	0.127483
1621.02	0
