7.5E-5	8.33977	7.71212	7.96951	7.91365	7.64889	7.93045	8.44061	8.19551	7.77225
1.375E-4	8.04879	8.39303	8.32863	8.13826	7.46221	8.16904	8.35268	8.34192	8.16988
2.125E-4	8.02355	8.17138	8.38239	7.95043	7.49329	8.17564	8.50568	8.21324	8.16014
2.75E-4	8.05805	7.98284	8.23681	8.08185	7.67368	8.56745	8.19441	8.01741	8.51986
3.5E-4	8.03862	8.00043	7.93549	7.93846	8.23917	8.48688	8.49511	7.91665	8.02995
4.25E-4	7.86308	8.02174	8.04313	7.97612	7.92784	8.08255	8.676	7.61754	7.89334
5E-4	7.58916	7.98534	8.22309	7.773	7.54173	8.04546	8.29791	7.83113	7.84645
5.625E-4	7.69668	7.9889	7.99098	8.5275	7.51498	7.74297	8.14086	8.37223	7.71482
6.375E-4	7.96412	8.1628	7.73943	8.45629	8.04828	7.73889	7.75738	8.12635	7.81922
7.125E-4	8.13657	8.09489	7.552	8.33183	8.04478	8.28641	7.84355	8.21099	7.83926
7.875E-4	8.18676	8.18232	7.33531	8.24641	8.08197	8.22311	8.01276	8.27051	8.00959
8.625E-4	8.31635	8.36791	7.46199	7.91279	8.26287	7.77526	8.18321	7.95142	8.23016
9.375E-4	7.90838	7.94297	7.78529	7.58934	8.26472	7.93723	8.12839	7.96202	8.35626
0.0010125	8.2645	7.69372	7.62009	7.39215	7.87119	8.05388	8.00913	7.81096	8.36757
0.0010875	8.38388	8.15131	7.87072	7.67304	7.89825	8.05984	7.93068	7.81883	8.1874
0.0011625	8.39595	8.26758	7.91774	8.50579	7.54597	8.2841	7.94777	8.0245	8.03092
0.00125	7.96607	8.26756	8.00912	8.13397	7.73045	8.0655	7.79324	7.97002	8.14932
0.001325	7.98723	7.9754	8.47734	7.71386	8.03775	7.85752	8.03671	8.02441	8.02889
0.0014	8.18232	7.91377	8.4217	7.7247	7.75777	7.80565	8.08448	8.23502	8.17549
0.0014875	8.25874	7.87499	8.29161	8.00635	7.88992	7.89107	7.73636	8.43532	8.14252
0.0015625	7.79096	7.77171	8.07783	8.12787	7.88605	7.70839	7.50954	7.81246	8.09497
0.0016375	7.89796	7.67365	7.98492	8.04776	7.75469	7.72637	7.85409	7.36254	7.89848
0.001725	8.22502	7.93815	7.90108	7.9666	7.65441	7.74911	7.89457	7.53745	8.03342
0.0018	7.77552	8.00451	8.06059	8.14119	8.01696	7.80206	7.81411	7.65169	8.13518
0.0018875	7.94857	7.96655	7.79797	7.88422	8.0449	8.10901	7.72889	7.67048	8.07919
0.0019625	8.01904	7.92648	8.00332	7.94784	7.88066	8.19829	8.24303	8.02503	7.75224
0.00205	7.8456	7.96169	8.13655	8.02202	7.91791	8.13802	8.17372	7.73408	8.11078
0.0021375	8.26427	7.7727	7.83131	8.01246	7.52664	7.75492	8.2695	7.52293	8.21854
0.0022125	8.26226	7.79472	7.92391	7.75583	7.92415	7.72623	8.16009	7.46269	8.06679
0.0023	8.20775	8.08822	7.82434	7.7133	7.92958	7.76836	8.0792	7.7465	8.16397
0.0023875	8.22264	8.04306	7.8345	7.76776	7.8929	7.80388	8.20229	7.80113	8.25193
0.002475	8.16784	7.7688	8.07975	7.77867	7.82721	7.61697	8.15558	7.75565	8.45135
0.0025625	8.14457	7.77704	8.16125	7.96984	8.01347	7.73095	8.04254	7.90888	8.62166
0.00265	7.74688	7.8403	8.06291	7.87477	8.02625	7.79344	7.98934	8.0846	8.31898
0.0027375	7.52109	8.15622	8.17319	7.97707	8.35547	7.88698	7.87832	8.13169	8.30598
0.002825	7.43214	7.97354	8.29784	8.11329	8.28126	7.79457	7.79845	7.99639	8.53742
0.0029125	7.70158	7.70669	8.30451	7.98496	8.20515	8.02687	8.15444	7.79918	7.99873
0.003	7.6156	7.93458	8.12436	8.06672	7.99254	8.06225	8.12317	7.53356	8.13114
0.0030875	7.80604	7.93965	8.01466	8.39448	7.62378	7.78851	8.04889	7.11175	7.87999
