7.5E-5	7.79989	7.86207	8.23339	7.83927	8.19298	8.03027
1.375E-4	7.88683	7.88667	8.20921	7.86914	8.34702	8.0023
2.125E-4	7.93559	7.8297	8.0354	7.80573	8.25848	7.97286
2.75E-4	7.95133	7.86535	8.06052	7.89692	8.2149	7.95406
3.5E-4	7.95036	7.96324	7.98962	8.01349	8.20218	7.98982
4.25E-4	7.95619	7.94541	8.04379	7.89524	8.19477	7.9524
5E-4	7.98792	7.9246	8.03454	7.96773	8.09247	7.83874
5.625E-4	7.88244	8.0649	7.98355	7.99804	8.07272	7.86463
6.375E-4	7.89408	8.09206	8.07606	7.86466	8.1127	7.84636
7.125E-4	7.978	8.06254	8.04753	7.70777	8.09192	7.8803
7.875E-4	7.87746	8.01805	7.99583	7.78044	8.12989	7.92052
8.625E-4	7.87949	8.09207	8.03142	7.92544	8.07	7.85754
9.375E-4	7.96179	8.014	8.07231	7.94181	8.08566	7.93793
0.0010125	7.95126	7.95103	8.05297	8.03115	8.05867	7.94763
0.0010875	7.95432	8.0454	8.10289	7.92598	8.00649	7.92497
0.0011625	7.84606	8.12583	8.10085	7.92587	7.95269	7.80802
0.00125	7.85909	8.02756	8.03788	8.04599	7.94363	7.85311
0.001325	7.96647	8.03784	8.0356	8.07541	7.96871	7.92093
0.0014	8.02384	7.97494	8.18172	8.16506	8.0416	7.90622
0.0014875	8.05321	8.10929	8.1743	8.16896	8.116	7.88145
0.0015625	7.92648	8.16179	8.15528	8.04479	8.06925	7.84217
0.0016375	8.0056	8.0733	8.03297	8.04304	8.17781	7.98869
0.001725	8.02917	8.09017	7.97233	8.06221	8.19642	8.01432
0.0018	8.00422	8.08158	8.01381	8.06331	8.123	8.16141
0.0018875	7.96718	8.06612	8.1285	8.09006	8.11742	8.07956
0.0019625	8.0754	8.13309	8.15893	8.05444	8.07263	7.9367
0.00205	8.10004	8.04742	8.18979	8.03835	8.16996	7.89071
0.0021375	8.15476	7.94438	8.16843	8.10388	8.26133	8.02984
0.0022125	8.16721	8.05537	8.11621	8.12594	8.07763	8.03479
0.0023	8.09967	8.16755	8.07791	8.0239	7.96403	8.03238
0.0023875	8.07207	8.04582	7.94557	7.97395	7.96485	7.93664
0.002475	8.0251	8.0761	8.02468	8.02571	8.06687	7.92753
0.0025625	7.88099	8.00442	8.13086	8.07249	8.03795	8.0503
0.00265	7.84951	8.00236	8.14359	8.11138	8.08568	7.96332
0.0027375	7.92968	8.03767	8.16978	8.06018	8.09836	7.90007
0.002825	7.97798	8.04158	8.10352	7.96624	7.98541	7.98689
0.0029125	7.98084	8.00856	7.99454	7.9802	7.98825	8.01209
0.003	8.10825	7.94341	7.96157	8.15177	7.95112	7.94497
0.0030875	8.02955	8.05357	7.97452	8.06722	7.93183	7.92467
0.0031875	7.8912	8.03564	8.07879	7.94747	8.00742	7.86985
0.003275	7.97616	7.81674	8.03352	8.05776	8.04064	7.9811
0.0033625	8.00795	7.86897	7.99889	8.04134	8.07808	7.93957
0.0034625	8.04003	7.91089	7.98895	8.11363	8.06612	7.75954
0.00355	7.94297	7.74419	8.05888	8.03425	8.09919	7.77875
0.00365	7.93568	7.79313	7.94219	7.91293	8.09866	7.86601
0.0037375	8.01799	7.81739	8.00917	7.90609	7.95707	7.90769
0.0038375	7.98458	7.9144	7.93688	7.8393	8.00383	7.86909
0.0039375	7.96621	7.91786	7.9242	7.87953	7.94125	7.91988
0.004025	8.01657	7.90956	8.02546	7.89012	7.94832	7.86581
0.004125	8.10685	7.85303	8.02533	7.85492	7.9507	7.78719
0.004225	8.04181	7.89616	7.99928	7.80746	7.92248	7.90306
0.004325	8.09241	7.97656	8.0652	7.82976	8.05693	7.89564
0.004425	8.09114	7.94571	8.01587	7.82974	8.03375	7.83309
0.004525	7.98563	7.87122	8.01134	7.88072	8.11933	7.85601
0.004625	7.90248	7.87955	7.93693	7.94572	8.03526	8.00135
0.004725	7.93374	7.87281	7.94428	7.92468	7.98003	7.92048
0.004825	7.99417	7.85125	7.94857	7.93296	7.94521	7.8834
0.004925	8.05044	7.83921	7.87853	7.95413	8.08775	7.77728
0.0050375	7.97303	7.76138	8.00865	7.99997	8.10074	7.85744
0.0051375	7.90029	7.80087	7.94505	7.90034	7.91302	7.82791
0.0052375	8.02127	7.9035	7.92237	7.86732	7.8562	7.7781
0.00535	7.86502	7.91355	8.01254	7.98532	8.03863	7.81934
0.00545	7.95753	7.90043	8.02452	7.96227	8.07192	7.7932
